Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	22.965517	11.202369	73.0	8.0	22.965517	-0.15540679	0.06424902	0.03999825	-0.41579437	4000	0.1496921	0.1496921	0.8497932	-0.006571651	264.1409	0.0	-205.59357	0.69186217	-2.5331975e-10	1.243448257446289
1	25.615385	13.006144	78.0	8.0	25.615385	13.594009	4.696851	18.916527	1.9871441	8000	0.19946861	0.19946861	0.16718459	-0.012769318	75.86212	0.0	-11.789124	0.6911838	-4.61936e-10	1.7144384384155273
2	25.896105	14.625263	86.0	9.0	25.896105	14.750409	5.9087744	21.226181	1.3038986	12000	0.21662676	0.21662676	0.21507922	-0.01841524	80.39933	0.0	-5.3155975	0.6897026	1.7881394e-10	2.172762155532837
3	25.158228	13.390683	97.0	8.0	25.158228	15.50486	6.8724356	23.734943	0.65511006	16000	0.2035791	0.2035791	0.17124239	-0.022129586	66.7687	0.0	-1.7699966	0.68788904	7.9721213e-10	2.6294493675231934
4	26.918919	18.354805	156.0	8.0	26.918919	14.110449	6.623191	22.947952	0.077702105	20000	0.1894559	0.1894559	0.17018989	-0.022377305	169.8828	0.0	-34.45488	0.6860728	-5.364418e-10	3.084956407546997
5	25.455128	13.812547	81.0	9.0	25.455128	14.933197	7.051085	30.928509	-0.040839255	24000	0.19353943	0.19353943	0.18719056	-0.028744327	75.37507	0.0	-7.097748	0.68391144	-1.0877848e-09	3.572237968444824
6	28.594202	16.800465	95.0	10.0	28.594202	15.614582	6.733491	23.963488	-0.0149770975	28000	0.17869855	0.17869855	0.17752557	-0.028404547	108.1696	0.0	-3.1654816	0.68231887	7.376075e-10	4.02588415145874
7	31.259842	19.974083	122.0	10.0	31.259842	17.308113	7.471978	25.53028	0.34392768	32000	0.16348657	0.16348657	0.17269534	-0.030451464	145.89851	0.0	-13.639694	0.68060833	-7.674098e-10	4.474085092544556
8	32.785126	19.282248	113.0	11.0	32.785126	18.977169	8.206233	32.621777	-1.284265	36000	0.16428325	0.16428325	0.15561762	-0.031919092	116.877205	0.0	-5.3928604	0.6783225	4.693866e-10	4.921918630599976
9	30.936	18.323206	141.0	10.0	30.936	19.241386	8.097895	28.801937	0.46929622	40000	0.1618421	0.1618421	0.15139209	-0.03429638	164.26779	0.0	-1.557373	0.6756416	-1.013279e-09	5.360983610153198
10	30.450382	18.104116	117.0	10.0	30.450382	18.73973	8.344922	28.050476	0.5725016	44000	0.16074936	0.16074936	0.15708148	-0.035221986	124.07508	0.0	-4.9123764	0.6729149	1.7881394e-10	5.816208362579346
