Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-153.72191	81.57808	-46.239227	-405.7272	86.888885	-0.15415151	0.08881036	0.09284344	-0.4476713	4000	0.036848232	0.036848232	0.012184333	-0.0014785754	9522.87	0.0	-7532.1494	1.383383	2.0861626e-10	1.6009886264801025
1	-180.97012	97.753494	4.480312	-408.38986	94.71429	-86.93361	0.06989587	-83.56282	-86.96109	8000	0.044820573	0.044820573	0.04482161	-0.0038404865	2753.2373	0.0	-136.96362	1.3829639	1.4901161e-10	2.321134328842163
2	-161.09698	97.70774	-14.864665	-545.34296	90.545456	-98.631516	0.01984808	-98.00955	-98.653206	12000	0.048574716	0.048574716	0.048576593	-0.0017007738	2564.7366	0.0	-92.38843	1.3833232	-1.2814999e-09	3.0548574924468994
3	-167.31023	100.17972	-5.111035	-440.91278	88.0	-88.24591	0.6965564	-75.2677	-89.45665	16000	0.044377025	0.044377025	0.044267442	-0.00059604907	2725.9482	0.0	1.5263672	1.383334	4.4703483e-10	3.7825913429260254
4	-190.5664	125.31665	37.47068	-517.1053	92.83721	-92.51752	0.29274854	-90.93301	-98.02436	20000	0.034817573	0.034817573	0.03480256	-0.0056148223	4300.148	0.0	-183.25732	1.3827753	-5.662441e-10	4.513569355010986
5	-177.32141	91.81646	-21.317118	-445.01224	97.95	-104.08797	1.0658762	-100.727936	-127.85143	24000	0.030429203	0.030429203	0.030428538	-0.0020888508	2620.4504	0.0	-321.80884	1.3828397	4.4703483e-10	5.1967692375183105
6	-152.49474	66.81687	-28.505531	-341.4553	92.441864	-92.86389	9.365452	-88.657936	-129.72702	28000	0.047931835	0.047931835	0.048007797	-0.0027307866	1242.255	0.0	-121.05371	1.3832471	1.192093e-10	5.91558051109314
7	-211.42244	134.74486	-63.485973	-642.3906	97.243904	-95.718376	15.832682	-81.65169	-127.960396	32000	0.062439203	0.062439203	0.060631506	-0.001431371	4270.762	0.0	-74.04736	1.3830383	-2.384186e-10	6.619924545288086
8	-162.56349	90.813034	-4.521201	-450.91504	91.83721	-138.69028	37.994694	-92.670906	-177.27513	36000	0.064310856	0.064310856	0.062165715	-0.0013167348	5632.0786	0.0	-3977.928	1.3829437	-1.192093e-10	7.333158493041992
9	-197.89142	107.758484	-55.735115	-444.15063	95.097565	-90.11241	27.611238	-70.39463	-166.36203	40000	0.0537409	0.0537409	0.054257948	-0.0019611253	2603.4065	0.0	-453.74902	1.3831053	9.536744e-10	8.048260688781738
