Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	23.73054	10.608684	59.0	10.0	23.73054	0.07867567	0.027675439	0.15707828	-0.015147433	4000	0.14272486	0.14272486	0.30103528	-0.0052926484	253.94254	0.0	-201.33337	0.69223094	2.8312205e-10	1.1925296783447266
1	24.925	13.612746	69.0	9.0	24.925	13.633074	4.6276536	20.35255	1.4728504	8000	0.1832121	0.1832121	0.08793405	-0.010688868	81.654274	0.0	-15.528488	0.69180894	-2.9802322e-10	1.6427104473114014
2	25.09434	12.802709	82.0	9.0	25.09434	14.649113	6.17769	22.126852	0.6974251	12000	0.19090557	0.19090557	0.15527773	-0.0143024735	70.48813	0.0	-5.5730057	0.69092053	1.5646219e-09	2.110959053039551
3	24.417177	12.661625	99.0	8.0	24.417177	14.394304	6.1672177	21.91949	0.62106586	16000	0.19456567	0.19456567	0.20268041	-0.018574977	62.366505	0.0	-2.2095528	0.6895754	-1.0281801e-09	2.5763916969299316
4	26.993244	15.960888	122.0	10.0	26.993244	14.497113	6.2418466	21.599998	0.18695611	20000	0.16985296	0.16985296	0.1824774	-0.019292708	100.34863	0.0	-5.2785797	0.68866843	-2.5331975e-10	3.0533204078674316
5	28.669065	14.609738	86.0	9.0	28.669065	14.402549	7.2560754	28.026873	-0.5092138	24000	0.17133301	0.17133301	0.19646835	-0.022578282	85.52465	0.0	-8.439079	0.68705887	-8.568168e-10	3.5377137660980225
6	26.230263	14.811744	95.0	9.0	26.230263	16.018017	6.8119993	23.572186	0.19313112	28000	0.18112494	0.18112494	0.16630925	-0.026660716	84.77789	0.0	-2.057022	0.68507	-8.1956386e-11	3.9751570224761963
7	28.141844	14.057925	83.0	9.0	28.141844	15.8855095	6.6615586	22.820911	-0.23351783	32000	0.18523757	0.18523757	0.20490494	-0.03005359	69.826126	0.0	-2.8332596	0.6833384	-1.192093e-10	4.424386501312256
8	31.72	19.551613	118.0	10.0	31.72	16.269855	6.7837963	24.118378	-0.122947425	36000	0.15122384	0.15122384	0.15414532	-0.026140787	131.96742	0.0	-10.346596	0.68227357	6.2584876e-10	4.876307487487793
9	27.136055	12.964965	80.0	10.0	27.136055	17.024172	8.233746	27.03301	0.34765118	40000	0.1673618	0.1673618	0.14438014	-0.03349609	71.85285	0.0	-10.154282	0.68015903	6.3329936e-10	5.317303895950317
