Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-500.0	0.0	-500.0	-500.0	500.0	0.07332907	0.10070992	0.22725283	-0.24047919	4000	0.03092907	0.03092907	0.08671251	-0.000983764	7063.938	0.0	-6589.362	1.0905931	-4.3213366e-10	1.6431341171264648
1	-500.0	0.0	-500.0	-500.0	500.0	-82.663185	9.500206	-45.55233	-89.59801	8000	0.04352649	0.04352649	0.04244236	-0.002500404	433.9918	0.0	-61.625977	1.0907571	2.8908254e-09	2.2826075553894043
2	-500.0	0.0	-500.0	-500.0	500.0	-88.42624	8.403198	-34.846764	-95.461815	12000	0.041704692	0.041704692	0.04073131	0.0043640356	472.83237	0.0	-83.38324	1.0906453	5.066395e-10	2.9231910705566406
3	-494.375	14.882351	-455.0	-500.0	494.5	-84.41411	14.914105	-12.736779	-96.813675	16000	0.042737193	0.042737193	0.04170178	-0.002193792	399.61237	0.0	-73.50183	1.0915582	-1.5050173e-09	3.57108211517334
4	-489.875	18.168913	-450.0	-500.0	490.125	-69.84944	23.472202	78.43417	-96.28912	20000	0.040750984	0.040750984	0.04286061	0.0016240639	599.6045	0.0	-291.21268	1.0898415	-6.705523e-10	4.211294889450073
5	-500.0	0.0	-500.0	-500.0	500.0	-83.705795	10.710757	-32.17334	-97.78106	24000	0.04696902	0.04696902	0.046623427	-0.0007396667	428.5428	0.0	-42.779266	1.0896125	1.9371509e-09	4.865037679672241
6	-500.0	0.0	-500.0	-500.0	500.0	-84.56154	11.588905	-47.018494	-99.25446	28000	0.06912846	0.06912846	0.062096447	-0.00056357763	327.9273	0.0	-51.71469	1.0898862	-1.192093e-10	5.516411781311035
7	-478.125	54.195107	-335.0	-500.0	478.375	-85.68684	19.59706	14.314746	-98.69176	32000	0.064778335	0.064778335	0.061270267	-0.00467119	370.39175	0.0	-91.657196	1.0910846	2.2351741e-10	6.140846252441406
8	-461.625	74.77289	-278.0	-500.0	461.875	-79.342125	17.947954	-24.411264	-97.534515	36000	0.063129134	0.063129134	0.04778156	-0.0061850594	410.9018	0.0	-99.1087	1.0892785	-1.1920929e-09	6.795427560806274
9	-500.0	0.0	-500.0	-500.0	500.0	-78.99411	16.651762	-9.328441	-96.287346	40000	0.052932102	0.052932102	0.04867913	-0.004387655	322.15042	0.0	-55.20279	1.0896826	-1.1771918e-09	7.4358789920806885
10	-494.875	13.559476	-459.0	-500.0	495.0	-79.979546	17.093113	-15.981258	-97.138435	44000	0.054027177	0.054027177	0.0344499	-0.0016842367	326.5578	0.0	-63.70761	1.0891696	-4.3213366e-10	8.076060771942139
11	-481.5	48.9464	-352.0	-500.0	481.625	-82.376144	15.797	-21.101475	-97.32281	48000	0.046568673	0.046568673	0.0443519	-0.0014912925	375.3532	0.0	-63.008453	1.0888643	-6.556511e-10	8.722230672836304
12	-484.25	41.67058	-374.0	-500.0	484.375	-81.75065	16.376978	-15.958176	-99.49649	52000	0.06393871	0.06393871	0.058526203	-0.001185646	289.22656	0.0	-36.48221	1.0881742	9.983778e-10	9.35613465309143
13	-477.375	40.264553	-391.0	-500.0	477.625	-79.66244	18.947193	-4.7141676	-99.03572	56000	0.03553982	0.03553982	0.026031138	-0.0029309583	297.79865	0.0	-67.45799	1.08852	3.2782554e-10	9.975224256515503
14	-495.625	11.575162	-465.0	-500.0	495.75	-85.69729	15.690554	-19.103123	-99.08767	60000	0.033307828	0.033307828	0.031672385	-0.0016251554	393.90994	0.0	-87.073944	1.0885904	2.2351741e-10	10.603554010391235
15	-467.625	64.43977	-307.0	-500.0	467.875	-71.79406	22.88441	-5.9360433	-96.39594	64000	0.07169038	0.07169038	0.040810656	-0.004825265	328.37704	0.0	-95.63281	1.0878485	3.874302e-10	11.255319833755493
16	-467.125	42.63343	-383.0	-500.0	467.625	-81.18988	20.277592	16.047796	-98.53164	68000	0.07579678	0.07579678	0.070792	-0.0072515695	395.62506	0.0	-153.84967	1.0877581	-3.1292438e-10	11.911347389221191
17	-476.25	59.14759	-320.0	-500.0	476.5	-89.00945	12.635123	-9.025183	-97.802925	72000	0.05100759	0.05100759	0.050173163	-0.0074078874	464.53836	0.0	-164.99368	1.0877408	6.705523e-10	12.547801494598389
18	-472.125	49.810734	-364.0	-500.0	472.375	-68.02781	21.62713	8.619862	-95.42652	76000	0.09137738	0.09137738	0.07700627	-0.0037636524	405.8821	0.0	-210.07501	1.0861233	-1.475215e-09	13.173277378082275
19	-492.625	15.771315	-452.0	-500.0	492.875	-80.370476	17.254305	-15.618857	-95.70783	80000	0.05573067	0.05573067	0.0540361	-0.0022766704	202.63724	0.0	-47.91092	1.0860525	-2.9802324e-11	13.805328845977783
20	-452.0	68.1047	-315.0	-500.0	452.375	-81.175156	22.034716	-3.754705	-97.99329	84000	0.06258685	0.06258685	0.057743177	-0.0064425888	340.0519	0.0	-87.59032	1.0857296	-3.427267e-10	14.456282615661621
21	-401.77777	90.07377	-267.0	-500.0	402.44446	-80.10104	17.435032	-17.67359	-96.69563	88000	0.07957214	0.07957214	0.070256196	-0.008648965	201.6974	0.0	-67.85968	1.0857544	-5.662441e-10	15.108672618865967
22	-451.125	63.038555	-332.0	-500.0	451.625	-74.8306	24.087624	-0.48130178	-95.90487	92000	0.085335344	0.085335344	0.0888552	-0.0075927856	239.94025	0.0	-86.00072	1.0855101	5.960465e-11	15.767571449279785
23	-452.875	41.18992	-394.0	-500.0	453.5	-79.07094	19.680243	-3.3593235	-97.58814	96000	0.081737325	0.081737325	0.07074198	-0.010858383	231.43115	0.0	-56.449142	1.0831643	-1.2665987e-09	16.39896035194397
24	-391.4	101.60039	-225.0	-500.0	392.1	-74.22653	23.938871	0.7024474	-97.68928	100000	0.08316671	0.08316671	0.067624845	-0.013980678	446.30176	0.0	-137.95322	1.0821155	1.6391277e-10	17.030380725860596
25	-444.375	68.38483	-326.0	-500.0	445.0	-77.93419	16.409626	-14.668415	-96.236946	104000	0.07874056	0.07874056	0.07346448	-0.0056565157	224.60616	0.0	-83.36633	1.0824021	-1.192093e-10	17.654537677764893
26	-372.7	88.102264	-235.0	-500.0	373.6	-79.30775	20.721954	-8.492493	-97.93901	108000	0.09944575	0.09944575	0.08866708	-0.013535566	194.91281	0.0	-59.794662	1.0826833	1.6391277e-09	18.306651830673218
27	-361.72726	53.806202	-280.0	-472.0	362.72726	-75.46796	24.071423	1.0574737	-95.28152	112000	0.097364835	0.097364835	0.050893232	-0.012993927	119.153694	0.0	-42.473206	1.0798908	8.9406965e-10	18.931331634521484
28	-394.7	80.06379	-279.0	-500.0	395.5	-73.403534	25.29988	-3.0908537	-95.4276	116000	0.1128086	0.1128086	0.22785757	-0.015296847	200.54128	0.0	-48.250748	1.0797095	1.4156103e-09	19.587037324905396
29	-373.4	82.752884	-253.0	-500.0	374.2	-71.366135	23.325907	1.3949862	-95.69972	120000	0.08734756	0.08734756	0.0857323	-0.0044652605	193.1654	0.0	-50.738464	1.0763037	-1.296401e-09	20.21528720855713
30	-359.0	55.234047	-317.0	-500.0	359.9	-78.18528	20.198025	0.22638416	-96.14814	124000	0.11268052	0.11268052	0.08947181	-0.01854992	181.62119	0.0	-76.58918	1.0770599	-1.3411046e-09	20.854434490203857
31	-388.1	73.29864	-288.0	-500.0	389.0	-71.01933	27.055586	-5.9796667	-95.92892	128000	0.11479443	0.11479443	0.10346163	-0.016664295	359.74	0.0	-172.50206	1.074093	1.2814999e-09	21.481670379638672
32	-342.27274	92.597946	-221.0	-500.0	343.0909	-75.286316	22.398205	7.449184	-96.212036	132000	0.07991116	0.07991116	0.00262457	-0.018784992	263.8156	0.0	-110.066864	1.0740616	-4.768372e-10	22.112170457839966
33	-347.0909	88.55759	-242.0	-483.0	348.0909	-74.16159	22.441584	-2.824854	-95.699936	136000	0.13233896	0.13233896	0.13681409	-0.024514357	217.32281	0.0	-59.08055	1.0733632	-1.0430813e-09	22.738825798034668
34	-312.41666	55.906857	-230.0	-418.0	313.41666	-70.18093	24.40408	1.7655778	-96.24672	140000	0.11989951	0.11989951	0.11169778	-0.027700013	177.84604	0.0	-65.52409	1.0670139	3.5762787e-10	23.37143349647522
35	-356.63635	101.58496	-171.0	-500.0	357.54544	-74.5808	21.189049	-0.90089226	-93.56569	144000	0.12768207	0.12768207	0.121952236	-0.027541414	207.15427	0.0	-63.83719	1.0682547	3.2782554e-10	24.001673936843872
36	-268.35715	43.4702	-212.0	-398.0	269.35715	-68.33877	24.518986	5.5515933	-95.34859	148000	0.10108883	0.10108883	0.09568847	-0.017387936	121.15535	0.0	-37.046684	1.0609113	-8.9406965e-10	24.63060450553894
37	-283.46155	47.611595	-226.0	-384.0	284.46155	-68.014534	24.403585	1.3476095	-91.67019	152000	0.11851872	0.11851872	0.10068921	-0.028582642	121.82299	0.0	-27.02578	1.06209	1.0430813e-10	25.256726026535034
38	-294.53845	89.494835	-163.0	-500.0	295.46155	-62.694164	25.92273	1.2155457	-91.96401	156000	0.08256123	0.08256123	0.07807936	-0.011139613	378.19662	0.0	-180.56747	1.0565304	5.811453e-10	25.902804613113403
39	-275.42856	60.583725	-194.0	-423.0	276.42856	-69.25243	23.031435	5.156251	-93.105774	160000	0.11632328	0.11632328	0.10465078	-0.029198417	134.0979	0.0	-35.787544	1.0581988	-3.5762787e-10	26.5519278049469
40	-265.57144	70.47159	-158.0	-431.0	266.57144	-71.32519	22.295263	2.3453937	-93.02363	164000	0.15342942	0.15342942	0.14031033	-0.04471922	181.14763	0.0	-62.85971	1.0580567	1.8775463e-09	27.199843883514404
41	-253.28572	68.97145	-171.0	-427.0	254.28572	-59.287483	25.86057	5.881571	-90.06516	168000	0.11420127	0.11420127	0.08105967	-0.027466038	357.662	0.0	-141.90018	1.0480173	-2.9802324e-11	27.845397233963013
42	-227.23529	58.666084	-143.0	-366.0	228.23529	-65.80134	22.25218	4.5366974	-90.49782	172000	0.07132451	0.07132451	0.07255698	-0.016636193	156.0138	0.0	-61.86885	1.0478556	6.556511e-10	28.47890019416809
43	-231.76471	47.25591	-153.0	-333.0	232.76471	-62.721733	22.949577	-3.0143783	-88.39492	176000	0.105181925	0.105181925	0.08654954	-0.033453107	157.40517	0.0	-24.903519	1.0440156	5.811453e-10	29.109490633010864
44	-233.82353	42.942142	-145.0	-321.0	234.82353	-63.55301	22.433807	15.418623	-87.789406	180000	0.10304242	0.10304242	0.09073191	-0.036292	109.883354	0.0	-22.683014	1.0430807	-1.1026859e-09	29.763354539871216
45	-229.35294	63.831524	-135.0	-378.0	230.35294	-60.598087	24.283783	0.07750034	-87.226944	184000	0.14027706	0.14027706	0.13517705	-0.043194626	135.47488	0.0	-21.849121	1.0392835	4.4703483e-10	30.398584842681885
46	-232.125	38.882637	-176.0	-300.0	233.125	-59.91457	23.690498	0.578279	-87.583954	188000	0.11750085	0.11750085	0.08865307	-0.029297547	151.02115	0.0	-26.018227	1.0314617	-1.4901162e-11	31.037861347198486
47	-223.58824	34.561214	-132.0	-283.0	224.58824	-61.853725	22.560762	5.627485	-88.49489	192000	0.11580466	0.11580466	0.092794746	-0.034660242	88.20286	0.0	-21.120888	1.031144	-1.1026859e-09	31.667542695999146
48	-219.66667	84.82138	-104.0	-500.0	220.61111	-59.26042	25.092047	2.3445535	-88.09344	196000	0.08260151	0.08260151	0.06432349	-0.012266925	433.9699	0.0	-234.86577	1.0226748	-3.2782554e-10	32.30367875099182
49	-215.72223	47.54624	-138.0	-317.0	216.72223	-64.099525	21.012701	10.823128	-88.389336	200000	0.07171856	0.07171856	0.06486044	-0.027615886	198.7331	0.0	-57.860138	1.0261126	-8.791685e-10	32.93628168106079
