Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	23.092485	13.524656	109.0	9.0	23.092485	-0.07957737	0.06675591	0.109536424	-0.2530119	4000	0.12739287	0.12739287	0.15178637	-0.005035307	319.08655	0.0	-236.0038	0.6913982	-1.0877848e-09	1.1811511516571045
1	24.981133	12.896039	72.0	9.0	24.981133	14.465941	5.334336	24.044436	0.31388223	8000	0.20455137	0.20455137	0.016913136	-0.012161272	72.82702	0.0	-14.084644	0.69093597	4.4703483e-10	1.6643106937408447
2	24.329268	13.120971	83.0	9.0	24.329268	14.426225	6.2975745	22.03775	0.3811646	12000	0.19953494	0.19953494	0.19409479	-0.0154452175	66.4153	0.0	-0.9278717	0.6894491	-5.2154066e-11	2.1313960552215576
3	25.51923	14.521193	92.0	9.0	25.51923	14.532725	6.3595185	22.496729	0.23984587	16000	0.1953164	0.1953164	0.23134565	-0.018950073	76.29956	0.0	-2.4522018	0.68819463	1.0356307e-09	2.567401647567749
4	25.915585	14.209907	103.0	9.0	25.915585	15.184446	7.217631	24.368734	0.9282744	20000	0.18398035	0.18398035	0.18125923	-0.021049183	78.01375	0.0	-3.1772995	0.6862769	2.9802324e-11	3.0219228267669678
5	27.645834	14.822312	99.0	10.0	27.645834	15.939591	6.785345	23.803898	0.71539897	24000	0.20103808	0.20103808	0.20545006	-0.026597042	76.85371	0.0	-2.1483765	0.68446773	9.0152025e-10	3.5159900188446045
6	28.507143	15.346705	80.0	10.0	28.507143	15.685593	7.0585876	24.428898	0.5952034	28000	0.17759508	0.17759508	0.1775685	-0.025368	85.27814	0.0	-4.678215	0.68266433	8.866191e-10	3.963718891143799
7	30.06015	16.962036	94.0	10.0	30.06015	16.710102	6.9265037	26.273415	0.8419963	32000	0.18172619	0.18172619	0.17419234	-0.02980238	94.94411	0.0	-2.093811	0.68069273	8.642673e-10	4.4120612144470215
8	28.262411	15.193619	89.0	9.0	28.262411	17.234232	7.6786823	26.042057	0.68347484	36000	0.18437694	0.18437694	0.17672227	-0.033354025	80.499916	0.0	-5.708252	0.6776271	-6.3329936e-10	4.855666160583496
9	30.458015	17.049215	101.0	8.0	30.458015	16.171537	7.2481303	24.316704	0.07588169	40000	0.18072264	0.18072264	0.18669102	-0.035034064	90.7622	0.0	-2.875595	0.6761011	-1.2665988e-10	5.305243968963623
10	30.374046	13.55922	92.0	10.0	30.374046	17.061148	8.185276	26.741314	0.3254329	44000	0.18583393	0.18583393	0.24512838	-0.039894838	66.5915	0.0	-5.6431465	0.6745398	1.5646219e-10	5.778052806854248
