Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-190.32458	112.398026	-41.237236	-449.70184	91.69768	-0.12661599	0.09679861	0.09708759	-0.44395873	4000	0.04422222	0.04422222	0.006432256	-0.0012516589	14194.529	0.0	-11580.635	1.3831311	1.7881394e-10	1.5959036350250244
1	-176.97545	108.586105	-9.891075	-420.16183	95.07143	-95.58551	23.90164	-80.85935	-143.05826	8000	0.052444115	0.052444115	0.005609082	-0.0011764284	2556.041	0.0	-180.82886	1.3833363	-8.9406965e-10	2.2867178916931152
2	-171.57579	98.28655	-28.515667	-418.5975	98.4	-100.83109	33.47345	-79.80541	-168.60268	12000	0.085669406	0.085669406	0.008731251	0.0034039384	2033.75	0.0	-564.79346	1.3834261	-3.874302e-10	2.9865663051605225
3	-177.55666	110.32621	-6.5641284	-478.2959	90.76744	-87.772575	28.225412	-67.463974	-177.59274	16000	0.051446334	0.051446334	0.0046172817	0.00040563298	2436.708	0.0	-483.44434	1.3838894	-8.642673e-10	3.7032556533813477
4	-183.25546	99.545135	-42.17427	-425.90796	94.59524	-104.31915	41.763275	-56.724945	-202.48198	20000	0.07179896	0.07179896	0.01474557	-0.0012505243	2535.3484	0.0	-1282.246	1.3833106	-5.9604643e-10	4.393531560897827
5	-198.60214	135.06946	-47.47147	-571.966	98.5	-112.61983	42.976337	-65.55637	-225.47679	24000	0.06409417	0.06409417	0.14282367	-0.0024578685	3739.359	0.0	86.59253	1.3834782	-1.192093e-10	5.097963571548462
6	-163.53261	90.49094	-16.626297	-416.92606	99.61539	-83.414734	29.504154	-53.68913	-228.69621	28000	0.03626753	0.03626753	0.004380335	-0.0026849085	2465.339	0.0	-777.6874	1.3835857	9.536744e-10	5.8309104442596436
7	-169.55185	83.266235	-58.410408	-433.96027	95.80488	-84.601	23.721167	-72.56712	-195.55426	32000	0.0369627	0.0369627	0.023709849	-0.0032860013	1644.7826	0.0	-783.946	1.383502	-8.9406965e-10	6.537041664123535
8	-169.80923	97.634125	32.17327	-400.54056	91.325584	-94.64303	32.36879	-70.50127	-211.22215	36000	0.035548717	0.035548717	0.0027652865	-0.0044658594	1649.7511	0.0	-321.81934	1.3837397	-5.9604643e-10	7.2406744956970215
9	-182.40947	101.481575	-24.726784	-423.12384	96.756096	-100.05019	35.494488	-66.511696	-212.3853	40000	0.047853194	0.047853194	0.0069265077	-0.003158278	1818.183	0.0	-328.42822	1.3834126	1.192093e-10	7.9279093742370605
10	-170.2953	102.16379	-13.9478	-459.95145	95.92683	-93.662636	34.664787	-59.92775	-228.65602	44000	0.0647506	0.0647506	0.006180762	-0.0026637057	2459.6008	0.0	-829.6111	1.3835328	9.834766e-10	8.616997003555298
11	-179.1923	94.72664	-34.430492	-403.18652	96.04878	-90.150856	31.937267	-66.62618	-217.55772	48000	0.05007836	0.05007836	0.010316217	-0.0037663477	1812.266	0.0	-549.5017	1.3834256	-7.748604e-10	9.338222026824951
