Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-254.78928	126.424515	-28.917707	-592.2322	87.51111	-0.09018226	0.031542722	0.043902576	-0.25796872	4000	0.08726755	0.08726755	0.0022610018	0.020454722	24609.51	0.0	-19540.934	1.3495897	1.0728836e-09	1.6037719249725342
1	-207.32335	126.716866	21.036121	-572.08496	85.934784	-139.92722	4.181834	123.92639	-140.00133	8000	0.0431594	0.0431594	0.04313058	0.008915416	5361.7373	0.0	-543.7373	1.3522637	2.682209e-10	2.290236473083496
2	-225.81355	134.99153	-78.112366	-711.6102	84.65958	-116.96881	0.0024659482	-116.83501	-116.971664	12000	0.05640405	0.05640405	0.05639171	0.012992851	5653.532	0.0	-228.94873	1.3524122	3.874302e-10	2.9637410640716553
3	-253.66457	114.82842	-79.92268	-508.5629	88.64445	-132.06145	0.9410147	-89.70365	-132.0981	16000	0.07504807	0.07504807	0.07505161	0.014936881	3844.5662	0.0	-1795.7366	1.3534268	1.3411046e-09	3.670933246612549
4	-210.43611	114.86974	-6.757748	-596.69086	83.510635	-145.78117	42.99703	-43.012497	-207.75774	20000	0.1079249	0.1079249	0.13181214	0.01625508	2767.6033	0.0	-1187.7523	1.3552783	3.2782554e-10	4.337630987167358
5	-197.58347	107.28439	-36.813778	-517.9268	85.04256	-132.98721	51.945755	-62.689484	-215.59406	24000	0.14788236	0.14788236	0.1189984	0.022689512	2287.1404	0.0	-1187.8605	1.356528	-1.013279e-09	5.016284227371216
6	-176.65898	104.88134	4.796057	-457.3426	83.083336	-103.446434	36.309856	-61.712814	-239.64095	28000	0.12952353	0.12952353	0.11412221	0.020229828	1814.7125	0.0	20.22705	1.3587835	1.013279e-09	5.686703205108643
7	-218.96382	103.31833	-61.20601	-428.97296	91.674416	-127.04198	43.91589	100.357796	-231.97404	32000	0.10533984	0.10533984	0.10768513	0.009360091	2139.356	0.0	-848.05347	1.3613224	-8.642673e-10	6.349946022033691
8	-190.578	123.181465	30.038729	-437.5297	84.97872	-122.871376	48.684837	-71.77668	-245.01541	36000	0.093671225	0.093671225	0.0990094	0.010033987	2775.2134	0.0	-757.2754	1.3621911	-9.834766e-10	7.022251129150391
9	-211.05742	126.35266	10.03372	-478.17328	90.75	-113.74017	57.58586	-50.83654	-242.6312	40000	0.097766764	0.097766764	0.09205413	0.013714974	2581.198	0.0	-272.01465	1.3632523	1.4901161e-10	7.699499845504761
10	-231.85098	120.1919	-63.761204	-538.00903	88.4	-135.75381	53.11244	-70.84319	-258.57886	44000	0.09073157	0.09073157	0.03224521	0.008620934	2042.3085	0.0	-979.18445	1.3645035	-2.0563602e-09	8.436551809310913
11	-195.53561	111.53155	17.505924	-518.37054	91.5814	-115.210144	41.434845	-68.052444	-272.9593	48000	0.08490227	0.08490227	0.067030475	0.010666074	3954.627	0.0	-585.54956	1.365305	6.556511e-10	9.116639614105225
12	-191.1013	113.20042	-58.220936	-542.8632	89.0	-105.75042	29.114418	-81.15539	-279.05176	52000	0.09555261	0.09555261	0.08609832	0.011798413	2187.6538	0.0	-832.9656	1.3670946	1.5199184e-09	9.848743915557861
13	-190.98257	102.257744	8.209213	-519.2085	90.704544	-102.386055	41.790466	-40.873344	-295.01096	56000	0.11141919	0.11141919	0.36900058	0.008380369	2148.359	0.0	-597.3058	1.3676378	2.026558e-09	10.546170473098755
14	-176.7108	111.71988	-16.642553	-407.48672	88.52273	-105.149734	40.8224	-59.426956	-272.58533	60000	0.09584056	0.09584056	0.08512321	0.0065405634	2051.8027	0.0	-413.59692	1.3684976	4.4703483e-10	11.246119737625122
15	-192.30797	98.59157	25.09881	-434.9041	88.31111	-113.41305	44.914417	-58.161034	-307.45258	64000	0.10634166	0.10634166	0.08957392	0.008004632	1965.6807	0.0	-804.15625	1.3696023	1.7881394e-10	11.953150033950806
16	-173.53447	104.63473	-3.0017447	-421.8343	88.82222	-108.49705	36.672276	-52.656094	-322.87888	68000	0.07858454	0.07858454	0.07249653	0.00021189605	2815.6145	0.0	-860.4818	1.3704296	-6.556511e-10	12.647879362106323
17	-152.19075	112.844955	21.462997	-426.44235	85.82609	-92.20885	37.395008	-54.58502	-216.32814	72000	0.0490904	0.0490904	0.047767654	-0.002927505	3104.2913	0.0	-955.8657	1.370676	1.3709068e-09	13.322485208511353
18	-163.40225	87.87436	-36.712437	-427.93854	83.14893	-84.83044	49.470997	-49.73609	-282.03552	76000	0.078223385	0.078223385	0.022018114	0.0012730298	2926.062	0.0	-1521.5656	1.3709283	-6.556511e-10	14.002273082733154
19	-160.68211	104.05152	-5.3932137	-417.3556	85.82609	-75.73263	26.279118	-51.81	-277.0332	80000	0.07577997	0.07577997	0.103632696	0.0014374356	2489.9058	0.0	-967.65735	1.3705226	6.2584876e-10	14.666366577148438
20	-169.77937	102.67491	-1.1677585	-431.1089	93.309525	-103.9056	43.379192	-52.680683	-241.86284	84000	0.057005942	0.057005942	0.039919898	-0.0011749726	2998.1392	0.0	-1018.4352	1.371195	-1.7881394e-10	15.346919536590576
21	-156.13489	88.18921	24.569088	-355.0286	87.51111	-87.42171	30.737385	-56.506714	-229.4764	88000	0.049837388	0.049837388	0.04689767	-0.0008065796	1772.259	0.0	-655.38196	1.3714268	6.2584876e-10	16.03386425971985
