Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-172.56915	107.48652	37.038063	-410.46063	93.92857	0.2611664	0.044237375	0.34774312	0.15140325	4000	0.043348167	0.043348167	0.0058965646	0.0021042102	11965.183	0.0	-8399.303	1.3851101	-3.2782554e-10	1.607816219329834
1	-174.517	112.13159	6.9697976	-461.08286	92.34884	-91.37861	0.05609255	-90.819725	-91.40264	8000	0.038847964	0.038847964	0.038850613	0.0011746419	3944.172	0.0	-967.2595	1.3852197	-3.2782554e-10	2.314361810684204
2	-183.57167	95.06724	-9.353837	-368.3583	91.30232	-101.62511	22.682686	-84.7133	-142.43288	12000	0.035147417	0.035147417	0.03535782	-0.00010179532	2738.4375	0.0	-308.7798	1.3852539	-8.940697e-11	3.0366649627685547
3	-163.51006	79.1068	-3.087029	-351.47705	92.83721	-102.61796	20.811253	-92.53144	-161.76433	16000	0.05447939	0.05447939	0.054238304	-0.0010238034	1357.7563	0.0	-265.96106	1.3853514	1.5795231e-09	3.761465072631836
4	-167.71986	113.146576	51.817547	-514.6613	87.755554	-86.157974	16.813898	-79.641624	-164.46867	20000	0.028759368	0.028759368	0.028549576	0.0006587148	3629.7256	0.0	-1012.5447	1.3853253	-6.556511e-10	4.452737092971802
5	-185.7143	101.17943	-11.809785	-440.9689	89.02273	-104.61809	35.646984	-79.75528	-193.39969	24000	0.054999825	0.054999825	0.05504949	0.0019422448	2189.7336	0.0	-318.2782	1.3851724	6.854534e-10	5.15863299369812
6	-156.49077	90.357956	6.3071213	-443.64282	89.13636	-99.557	28.817965	-79.136	-197.03523	28000	0.04649852	0.04649852	0.04110894	0.00026714624	2478.4023	0.0	-833.91614	1.3853607	-9.23872e-10	5.8370726108551025
7	-179.2353	111.04063	-5.2301273	-542.82745	88.55556	-87.05946	32.199512	-61.16517	-188.6414	32000	0.045341823	0.045341823	0.059343707	-0.0007765241	2960.6294	0.0	-471.6089	1.385278	8.046627e-10	6.555640935897827
8	-176.54218	112.021805	6.348905	-525.4729	91.51163	-99.28405	36.459263	-69.68769	-174.85617	36000	0.04961225	0.04961225	0.049764317	0.0009724877	2486.984	0.0	-197.12476	1.3852004	-1.192093e-10	7.247609853744507
9	-154.15186	76.65521	14.088262	-316.26688	86.304344	-95.98012	39.475006	-69.47956	-215.85016	40000	0.08036066	0.08036066	0.08122427	-0.0012153657	1784.3654	0.0	-602.1543	1.385282	-2.026558e-09	7.938261032104492
10	-167.68777	100.302765	-9.38523	-464.13034	90.09091	-82.098236	20.92041	-71.32772	-160.35643	44000	0.034354255	0.034354255	0.03405492	-0.0011035501	3032.4814	0.0	-1109.1486	1.3852893	-5.960465e-11	8.646023750305176
11	-181.72394	97.54011	-14.65274	-364.5621	89.22727	-98.51898	36.73873	-69.92146	-179.30109	48000	0.059360374	0.059360374	0.057808552	-0.0016984266	2076.483	0.0	-460.96802	1.385198	1.013279e-09	9.335444450378418
12	-187.11705	85.72263	-70.16196	-372.47128	92.325584	-93.24433	32.88899	-67.954414	-174.34352	52000	0.058944307	0.058944307	0.05741861	-0.0024034434	1475.2948	0.0	-651.8952	1.3851513	-8.642673e-10	10.040267944335938
13	-178.72134	103.31433	-68.99596	-471.57645	95.190475	-90.387115	29.141396	-71.65164	-168.24623	56000	0.021635257	0.021635257	0.019021576	0.00010020971	2598.2793	0.0	-645.083	1.384977	-5.960465e-11	10.737351894378662
