Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-500.0	0.0	-500.0	-500.0	500.0	-0.04934195	0.04757715	0.09160587	-0.19301158	4000	0.032541476	0.032541476	0.004895241	0.0030085717	7043.369	0.0	-6506.1978	1.0878953	-2.2351741e-10	1.6714973449707031
1	-500.0	0.0	-500.0	-500.0	500.0	-75.71201	11.051268	-5.8417244	-85.75968	8000	0.05817151	0.05817151	0.047622018	-6.791878e-05	566.45465	0.0	-16.637512	1.0873113	-8.3446505e-10	2.322455406188965
2	-500.0	0.0	-500.0	-500.0	500.0	-84.41675	5.4121976	-61.212406	-87.761086	12000	0.020125039	0.020125039	0.019461734	0.002471286	528.4432	0.0	-45.43103	1.0877651	2.9802322e-10	2.9729678630828857
3	-500.0	0.0	-500.0	-500.0	500.0	-79.69345	9.536534	-35.76436	-87.938995	16000	0.046811033	0.046811033	0.050764676	0.004922899	530.0749	0.0	-53.50363	1.0881873	1.7881394e-10	3.622370481491089
4	-500.0	0.0	-500.0	-500.0	500.0	-82.23364	9.737474	-44.07013	-92.02554	20000	0.02608114	0.02608114	0.024814824	0.002875417	527.63196	0.0	-46.439667	1.0876637	1.6391277e-10	4.277527332305908
5	-500.0	0.0	-500.0	-500.0	500.0	-82.33853	8.074251	-62.631073	-94.85005	24000	0.043442007	0.043442007	0.04255443	0.002794253	486.66077	0.0	-55.439484	1.0871336	-1.6391277e-10	4.938892364501953
6	-500.0	0.0	-500.0	-500.0	500.0	-78.671	12.341379	-41.676735	-93.40187	28000	0.03721683	0.03721683	0.021992462	0.0015763227	477.03497	0.0	-60.17682	1.086834	3.1292438e-10	5.56638240814209
7	-500.0	0.0	-500.0	-500.0	500.0	-80.8363	9.186758	-52.63201	-92.65492	32000	0.035462502	0.035462502	0.039432447	0.0031677245	470.6281	0.0	-18.484863	1.0874553	3.874302e-10	6.2000346183776855
8	-500.0	0.0	-500.0	-500.0	500.0	-79.06988	11.43677	-23.210999	-90.544174	36000	0.05950772	0.05950772	0.05258069	-0.003705674	495.3468	0.0	-45.04654	1.0875425	-4.1723253e-10	6.8378989696502686
9	-500.0	0.0	-500.0	-500.0	500.0	-79.30059	11.258636	-42.7807	-91.157684	40000	0.042153616	0.042153616	0.04058345	0.0010375667	391.95486	0.0	-57.249084	1.0871884	-1.2218953e-09	7.489108085632324
10	-500.0	0.0	-500.0	-500.0	500.0	-79.77721	13.715419	-37.76774	-92.45167	44000	0.053766184	0.053766184	0.04621843	0.0020279908	408.77402	0.0	-27.800415	1.0879285	-4.4703484e-11	8.132428646087646
11	-500.0	0.0	-500.0	-500.0	500.0	-78.43758	15.245029	-18.991566	-92.51856	48000	0.04943559	0.04943559	0.050350267	0.0047600986	467.76376	0.0	-57.356445	1.0877912	1.0430813e-09	8.777829647064209
12	-500.0	0.0	-500.0	-500.0	500.0	-80.46516	10.708799	-37.581367	-93.38601	52000	0.051775478	0.051775478	0.045551952	0.0040491414	483.10168	0.0	-38.297424	1.0878519	-1.6242265e-09	9.436562299728394
13	-500.0	0.0	-500.0	-500.0	500.0	-83.009476	9.705656	-18.768808	-93.12547	56000	0.057115745	0.057115745	0.054186862	0.00027676177	426.318	0.0	-76.86517	1.0887344	-3.5762787e-10	10.08567476272583
14	-500.0	0.0	-500.0	-500.0	500.0	-82.41874	13.734145	-2.2424212	-94.99543	60000	0.032991257	0.032991257	0.02885049	-0.00028584624	424.85397	0.0	-64.125305	1.0884739	1.4007091e-09	10.726762056350708
15	-500.0	0.0	-500.0	-500.0	500.0	-77.22808	17.69071	-18.219868	-95.41135	64000	0.04552499	0.04552499	0.047500473	0.0010687353	530.96497	0.0	-153.47046	1.0871397	-1.8328429e-09	11.369733810424805
16	-500.0	0.0	-500.0	-500.0	500.0	-91.15591	8.2799	-35.238247	-96.36973	68000	0.047731858	0.047731858	0.04669878	0.00048667932	549.3126	0.0	-95.59305	1.0892916	-1.847744e-09	12.03063678741455
17	-500.0	0.0	-500.0	-500.0	500.0	-70.69998	14.154602	-10.947918	-90.921814	72000	0.054827042	0.054827042	0.049853195	0.002327089	484.9088	0.0	-178.16122	1.0873973	2.8312205e-10	12.664514303207397
18	-500.0	0.0	-500.0	-500.0	500.0	-80.19269	13.15946	-17.420204	-95.33886	76000	0.061044656	0.061044656	0.05450646	0.0030610228	390.87082	0.0	-32.606384	1.0879239	-1.1026859e-09	13.310747146606445
19	-495.5	11.905881	-464.0	-500.0	495.625	-75.04438	18.99816	5.9204364	-94.293686	80000	0.05420462	0.05420462	0.050107423	-0.0035946614	526.0718	0.0	-138.70203	1.087462	-1.1771918e-09	13.941841125488281
20	-500.0	0.0	-500.0	-500.0	500.0	-81.79543	12.924757	-31.225636	-94.05695	84000	0.05149596	0.05149596	0.05047921	0.0029387118	342.30118	0.0	-39.99951	1.0875521	2.384186e-10	14.59146785736084
21	-493.875	16.205227	-451.0	-500.0	494.0	-81.66685	20.360582	39.04323	-96.44555	88000	0.04443984	0.04443984	0.042868197	-0.0028272322	368.8307	0.0	-111.15338	1.0863026	-1.5497208e-09	15.238022327423096
22	-476.25	41.814323	-390.0	-500.0	476.5	-83.55806	18.744106	83.958496	-98.67426	92000	0.039200038	0.039200038	0.0380067	-0.0020535542	350.17673	0.0	-91.94342	1.0861822	-2.1457671e-09	15.87567663192749
23	-471.125	76.39607	-269.0	-500.0	471.25	-76.481346	18.369244	-16.621954	-94.03215	96000	0.047060706	0.047060706	0.050181996	0.0012329487	383.17236	0.0	-136.20876	1.0858877	1.6391277e-10	16.519388675689697
24	-493.5	17.197384	-448.0	-500.0	493.625	-76.265884	18.244936	7.6829095	-95.59967	100000	0.05577634	0.05577634	0.055290665	-0.007552532	362.10226	0.0	-98.38681	1.0857427	-4.4703483e-10	17.14733052253723
25	-500.0	0.0	-500.0	-500.0	500.0	-75.99542	21.29974	-4.199715	-96.73543	104000	0.07511432	0.07511432	0.05780955	0.0023348248	544.2387	0.0	-212.83228	1.0854445	3.2782554e-10	17.794758796691895
26	-479.5	54.237904	-336.0	-500.0	479.625	-85.47438	9.3540535	-25.098307	-93.62782	108000	0.07085591	0.07085591	0.066324644	-0.00380648	475.42886	0.0	-164.4776	1.0860822	-3.5762787e-10	18.443836450576782
27	-486.25	36.37908	-390.0	-500.0	486.375	-77.09772	19.063292	-1.9098477	-94.902176	112000	0.06314017	0.06314017	0.05604639	-0.0029379646	414.66968	0.0	-81.36163	1.0845019	4.1723253e-10	19.08885884284973
28	-477.375	51.39294	-343.0	-500.0	477.625	-71.61666	20.673307	20.157724	-97.003426	116000	0.041736435	0.041736435	0.036648426	-0.004319625	418.82324	0.0	-158.47385	1.0843357	-5.2154064e-10	19.726317644119263
29	-500.0	0.0	-500.0	-500.0	500.0	-86.95688	12.277623	-26.668072	-96.830986	120000	0.0443922	0.0443922	0.03939082	-0.006205916	347.17993	0.0	-149.18616	1.0870103	-3.427267e-10	20.38367748260498
30	-500.0	0.0	-500.0	-500.0	500.0	-76.130905	23.673277	7.9312596	-97.806984	124000	0.07567932	0.07567932	0.05453378	-0.00075014116	580.04144	0.0	-251.82922	1.0841063	-2.041459e-09	21.018300533294678
31	-479.75	36.471737	-399.0	-500.0	480.0	-81.79983	19.068304	-0.37460566	-97.04499	128000	0.050142035	0.050142035	0.051116467	-0.0070256595	426.86786	0.0	-159.31439	1.0837423	3.5762787e-10	21.66728138923645
32	-500.0	0.0	-500.0	-500.0	500.0	-80.57759	18.06081	-2.6473784	-97.12395	132000	0.08695423	0.08695423	0.08354815	0.0031040811	373.3232	0.0	-121.03476	1.0844027	-3.7252904e-10	22.322834491729736
33	-458.625	76.43288	-263.0	-500.0	459.125	-70.474785	19.697838	-8.774683	-95.9143	136000	0.06331461	0.06331461	0.062328905	-0.011729157	374.3563	0.0	-194.14143	1.0797353	-8.046627e-10	22.964033365249634
34	-497.625	6.2836595	-481.0	-500.0	497.75	-83.34434	19.502954	-3.5181456	-97.54344	140000	0.06496685	0.06496685	0.05842862	-0.0025233708	284.5449	0.0	-68.54636	1.0813814	-4.4703483e-10	23.609548807144165
35	-478.625	34.676857	-395.0	-500.0	479.0	-81.49397	16.483097	-5.6612983	-97.806274	144000	0.076930866	0.076930866	0.06036997	-0.0004026197	331.0195	0.0	-102.623184	1.081734	-1.1622906e-09	24.249330282211304
36	-458.0	52.566624	-351.0	-500.0	458.5	-78.988716	22.11922	7.956917	-98.793045	148000	0.08596224	0.08596224	0.07589559	-0.008152376	230.56912	0.0	-83.852234	1.0793747	3.427267e-10	24.877032995224
37	-471.375	39.369843	-407.0	-500.0	471.75	-82.262695	18.951895	-3.550497	-96.91455	152000	0.08672448	0.08672448	0.06714523	-0.008961583	204.67833	0.0	-70.101456	1.0808331	-1.4901162e-11	25.52504873275757
38	-461.625	69.36126	-295.0	-500.0	462.0	-76.85158	24.459352	20.91546	-96.74657	156000	0.04720548	0.04720548	0.047442634	-0.0032074596	330.7209	0.0	-133.79295	1.0766454	-1.1026859e-09	26.179911851882935
39	-477.625	31.5711	-411.0	-500.0	478.0	-82.807205	18.835686	-15.15011	-98.23497	160000	0.0427317	0.0427317	0.16703498	-0.0001392169	242.07004	0.0	-89.59329	1.0765164	-9.536744e-10	26.829821825027466
40	-397.55554	82.61304	-266.0	-500.0	398.22223	-82.19363	21.167358	-5.376548	-98.04184	164000	0.08692141	0.08692141	0.07395314	-0.013443312	279.10107	0.0	-102.477905	1.0800906	1.952052e-09	27.49074363708496
41	-475.0	44.6906	-361.0	-500.0	475.5	-76.52152	19.269989	5.5507965	-96.58785	168000	0.08502503	0.08502503	0.122588545	-0.00985488	303.28613	0.0	-62.14534	1.0793661	1.4901162e-11	28.132925510406494
42	-434.0	49.286015	-373.0	-500.0	434.77777	-75.888824	21.69231	1.6683679	-98.44772	172000	0.10121671	0.10121671	0.06375873	-0.0070716343	310.74066	0.0	-98.81912	1.0756165	6.705523e-10	28.78499960899353
43	-449.375	70.33302	-306.0	-500.0	449.75	-80.250626	18.706553	8.6402	-98.002014	176000	0.058677506	0.058677506	0.037584126	-0.004570568	281.59933	0.0	-99.811646	1.0791177	1.7881394e-10	29.429641485214233
44	-416.8889	69.59477	-269.0	-489.0	417.8889	-78.673676	22.877674	-0.50269604	-97.824585	180000	0.101117976	0.101117976	0.08977272	-0.011892335	140.18216	0.0	-45.929283	1.0754875	-7.4505804e-11	30.070915460586548
45	-409.55554	87.35892	-289.0	-500.0	410.1111	-77.94345	21.297192	13.744263	-97.51427	184000	0.07017157	0.07017157	0.058474615	-0.009827226	193.31717	0.0	-55.562714	1.0764687	-1.0579825e-09	30.707817792892456
46	-394.8	58.45306	-298.0	-500.0	395.7	-77.75896	22.71957	7.423421	-97.539185	188000	0.13357057	0.13357057	0.100241214	-0.021933638	215.482	0.0	-50.094345	1.0717648	1.937151e-10	31.353013277053833
47	-373.4	71.01578	-256.0	-500.0	374.3	-75.382515	21.51465	2.9834137	-96.373604	192000	0.096062414	0.096062414	0.08788879	-0.013005885	167.01485	0.0	-60.288475	1.0722053	1.7136336e-09	31.979833126068115
48	-367.8	63.650295	-208.0	-441.0	368.8	-71.752625	25.894941	9.1208725	-95.82686	196000	0.13545239	0.13545239	0.106208496	-0.013478769	197.04553	0.0	-66.59448	1.0687165	-9.23872e-10	32.62871742248535
49	-374.1	95.69059	-217.0	-500.0	375.0	-72.546295	21.844704	6.276741	-95.11533	200000	0.1486277	0.1486277	0.09214785	-0.022910172	273.58893	0.0	-88.13431	1.0690105	-7.301569e-10	33.26866888999939
