Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-414.22223	90.498344	-251.0	-500.0	414.77777	-0.007538043	0.102270484	0.3664959	-0.36204654	4000	0.031652555	0.031652555	0.008595228	-0.0012038138	6408.1646	0.0	-5964.5815	1.0483806	-9.536744e-10	0.6967489719390869
1	-394.4	85.77086	-259.0	-500.0	395.1	-77.24275	12.785492	-25.061153	-93.53288	8000	0.04084861	0.04084861	0.039153907	-0.006488828	342.96768	0.0	-140.7392	1.0478929	-6.705523e-10	1.34706711769104
2	-418.77777	62.31422	-309.0	-500.0	419.55554	-72.07401	24.739286	-3.7735715	-97.02349	12000	0.0802443	0.0802443	0.06253969	-0.0027679126	330.70316	0.0	-80.65202	1.0486698	-2.771616e-09	1.9883460998535156
3	-392.4	80.22119	-295.0	-500.0	393.3	-81.483536	17.663582	0.7461157	-98.86846	16000	0.075063385	0.075063385	0.089063875	0.003504169	341.8841	0.0	-149.38641	1.0498236	3.5762787e-10	2.6231908798217773
4	-346.18182	85.14887	-192.0	-467.0	347.18182	-73.75255	21.099586	-16.557877	-95.840195	20000	0.12515837	0.12515837	0.105822876	-0.027960975	178.35275	0.0	-20.599213	1.0458782	1.5646219e-09	3.2499749660491943
5	-374.3	41.39094	-305.0	-456.0	375.3	-74.49461	22.242859	-12.788378	-95.68864	24000	0.10489603	0.10489603	0.029979309	-0.03217399	177.74709	0.0	-32.371063	1.0435611	1.6391277e-10	3.9097611904144287
6	-347.45456	94.91083	-244.0	-500.0	348.27274	-76.530655	21.455494	16.567513	-97.61246	28000	0.11505212	0.11505212	0.08300463	-0.040433813	242.82214	0.0	-60.411346	1.0410533	-4.61936e-10	4.566410779953003
7	-340.54544	86.121864	-240.0	-500.0	341.36365	-77.70583	19.248413	3.8607664	-96.43371	32000	0.08143899	0.08143899	0.110330924	-0.02214022	200.33568	0.0	-68.72218	1.0386018	1.7732382e-09	5.203931570053101
8	-327.27274	98.31775	-173.0	-500.0	328.18182	-72.04017	24.437897	-11.535879	-95.93968	36000	0.11366968	0.11366968	0.10049525	-0.025383256	234.55592	0.0	-68.80167	1.0383226	1.6391277e-10	5.853286504745483
9	-316.83334	49.043915	-242.0	-397.0	317.83334	-69.29117	22.557549	-5.1613064	-93.09958	40000	0.12546109	0.12546109	0.10519726	-0.019564865	139.77739	0.0	-15.0780945	1.0322034	6.4074995e-10	6.487491130828857
