Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-500.0	0.0	-500.0	-500.0	500.0	-0.052039634	0.04891037	0.10860747	-0.18836625	4000	0.028392278	0.028392278	0.004092302	0.002016895	7043.0615	0.0	-6507.8276	1.0878413	-7.599592e-10	1.6312963962554932
1	-500.0	0.0	-500.0	-500.0	500.0	-80.612854	5.63506	-55.636627	-86.78364	8000	0.048262503	0.048262503	0.0471041	-0.004434031	527.92456	0.0	-30.70874	1.0876511	9.23872e-10	2.2904880046844482
2	-500.0	0.0	-500.0	-500.0	500.0	-80.46037	7.1361356	-53.229736	-88.78843	12000	0.018541161	0.018541161	0.017677598	0.004103118	504.45242	0.0	-59.928955	1.0878062	-1.296401e-09	2.93550443649292
3	-500.0	0.0	-500.0	-500.0	500.0	-81.371574	10.543843	2.6583352	-88.4572	16000	0.06727173	0.06727173	0.0636938	0.0065718777	455.027	0.0	-17.306335	1.0884131	-9.983778e-10	3.5793697834014893
4	-500.0	0.0	-500.0	-500.0	500.0	-72.88821	16.624922	-18.87472	-89.512665	20000	0.04023785	0.04023785	0.028136574	0.0064426013	657.67365	0.0	-203.89093	1.0873784	-7.301569e-10	4.214393854141235
5	-500.0	0.0	-500.0	-500.0	500.0	-83.56745	8.898409	-63.13511	-95.536674	24000	0.037356403	0.037356403	0.026642928	0.003006156	486.95486	0.0	-47.81537	1.0879279	6.705523e-10	4.870327472686768
6	-500.0	0.0	-500.0	-500.0	500.0	-82.83633	11.5105715	-30.933067	-93.25729	28000	0.053311132	0.053311132	0.052092195	0.0008099343	518.7141	0.0	-74.7005	1.087432	1.5944243e-09	5.521810531616211
7	-500.0	0.0	-500.0	-500.0	500.0	-86.19927	9.1091175	-51.802452	-97.14139	32000	0.056106746	0.056106746	0.055286843	0.0049568946	446.05908	0.0	-97.86676	1.0871968	-1.4901162e-11	6.1706037521362305
8	-500.0	0.0	-500.0	-500.0	500.0	-85.30916	13.635166	-19.411844	-94.56348	36000	0.058069997	0.058069997	0.052998282	-0.0004366758	478.97226	0.0	-78.12286	1.0879651	1.5646219e-09	6.793479681015015
9	-500.0	0.0	-500.0	-500.0	500.0	-86.93499	10.11034	-29.450153	-93.281715	40000	0.026445106	0.026445106	0.02649596	0.00031555063	416.8306	0.0	-80.06506	1.0883626	-8.9406965e-10	7.447134494781494
10	-500.0	0.0	-500.0	-500.0	500.0	-78.57289	14.7589855	-25.11639	-96.78724	44000	0.059142523	0.059142523	0.053105608	0.0013767852	392.6809	0.0	-91.04584	1.0881783	-1.1324882e-09	8.106745481491089
11	-500.0	0.0	-500.0	-500.0	500.0	-81.493034	16.78328	-11.913533	-94.71663	48000	0.04890593	0.04890593	0.047476564	0.0045936313	451.2866	0.0	-65.28287	1.088616	-1.8775463e-09	8.748003482818604
12	-500.0	0.0	-500.0	-500.0	500.0	-80.29494	13.315708	-19.890614	-90.47354	52000	0.028864171	0.028864171	0.01719387	-0.00036782704	487.75076	0.0	-52.558838	1.0887085	-8.642673e-10	9.373035669326782
13	-500.0	0.0	-500.0	-500.0	500.0	-86.1017	6.998077	-41.428963	-92.486145	56000	0.055566143	0.055566143	0.050805252	-0.000637666	463.51443	0.0	-121.60086	1.0895693	8.046627e-10	10.018736124038696
14	-500.0	0.0	-500.0	-500.0	500.0	-85.48588	14.526623	-27.201427	-96.56409	60000	0.040464897	0.040464897	0.038939536	-0.0016599083	683.368	0.0	-226.21729	1.0892907	-2.965331e-09	10.665473222732544
15	-500.0	0.0	-500.0	-500.0	500.0	-71.486916	11.188268	-32.0363	-92.7275	64000	0.027760843	0.027760843	0.03580834	-0.0017653079	542.6826	0.0	-222.5282	1.087835	-2.9802322e-10	11.30260181427002
16	-500.0	0.0	-500.0	-500.0	500.0	-92.703186	6.523814	-54.07588	-96.86679	68000	0.03477908	0.03477908	0.034442488	0.0013716447	543.3942	0.0	-166.46222	1.089866	-6.854534e-10	11.932677030563354
17	-498.0	5.2915025	-484.0	-500.0	498.125	-76.949486	19.10783	-20.770908	-95.47004	72000	0.038830206	0.038830206	0.037135642	-0.0016872854	385.28186	0.0	-74.31061	1.0883527	8.940697e-11	12.561096906661987
18	-500.0	0.0	-500.0	-500.0	500.0	-84.09715	12.1907625	-29.90926	-97.36977	76000	0.04768123	0.04768123	0.04372177	0.0037641367	471.81064	0.0	-74.50888	1.0891843	2.9802322e-10	13.208757877349854
