Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	21.52973	12.505585	94.0	8.0	21.52973	-0.25598937	0.06417229	-0.04766972	-0.43711662	4000	0.14592047	0.14592047	0.31924763	0.0061561223	286.49606	0.0	-212.67844	0.688596	4.0233136e-10	1.2379734516143799
1	23.809525	14.634416	111.0	9.0	23.809525	13.535853	5.1817064	21.602827	0.6586533	8000	0.20614722	0.20614722	0.23673356	0.0054929866	92.369865	0.0	-8.269905	0.6898884	1.192093e-10	1.7116832733154297
2	21.73224	10.888877	76.0	8.0	21.73224	13.680645	6.688576	27.429567	1.2941728	12000	0.20164634	0.20164634	0.1815772	0.002425996	55.41542	0.0	-10.223106	0.69087577	5.066395e-10	2.1618213653564453
3	23.662722	12.659813	87.0	9.0	23.662722	13.071262	5.668035	19.980007	1.6448151	16000	0.2045157	0.2045157	0.21277247	-0.003542346	65.82106	0.0	-2.9288673	0.6912031	-5.364418e-10	2.654994249343872
4	24.484663	14.107107	87.0	9.0	24.484663	13.958588	6.0139346	21.071152	0.75345343	20000	0.21154524	0.21154524	0.19298019	-0.0062133884	79.1557	0.0	-3.5656815	0.6910349	3.874302e-10	3.1045498847961426
5	23.832335	13.048345	70.0	8.0	23.832335	14.680776	6.797997	22.75407	0.73927873	24000	0.18174347	0.18174347	0.14868893	-0.012155648	63.83438	0.0	-2.3517342	0.69062	1.1622906e-09	3.5798487663269043
6	26.124184	14.964585	93.0	8.0	26.124184	14.305715	6.379599	21.89801	0.41542488	28000	0.17516614	0.17516614	0.16241147	-0.014524287	89.02901	0.0	-3.3515396	0.6896861	-2.9802322e-10	4.036573886871338
7	24.635803	15.394305	90.0	10.0	24.635803	15.391392	6.8314114	24.012808	0.8579035	32000	0.18442084	0.18442084	0.15480347	-0.017185256	93.26872	0.0	-2.1156845	0.6884832	-1.0430813e-10	4.492313623428345
8	27.944056	16.205748	96.0	9.0	27.944056	16.198397	6.6891913	23.945885	0.7047677	36000	0.1750809	0.1750809	0.1775162	-0.021135105	95.98544	0.0	-2.0904083	0.6872376	-5.364418e-10	4.949744701385498
9	26.864864	15.566183	91.0	10.0	26.864864	16.238972	7.1663814	24.03401	0.44640353	40000	0.16057679	0.16057679	0.14587337	-0.020759515	85.14028	0.0	-0.23412323	0.68641716	-1.0952353e-09	5.386712312698364
10	26.019608	13.595689	81.0	8.0	26.019608	16.0479	7.556496	23.859499	0.38846707	44000	0.17771079	0.17771079	0.15946227	-0.028020302	62.41663	0.0	-2.0573196	0.6842383	-6.556511e-10	5.826612710952759
11	29.878788	17.054739	100.0	10.0	29.878788	15.022487	6.9389052	23.830105	-0.05571246	48000	0.15168609	0.15168609	0.19043386	-0.023001697	109.44327	0.0	-10.169212	0.68362415	6.780028e-10	6.275176525115967
12	30.257576	21.98678	158.0	9.0	30.257576	17.92135	7.799563	27.23779	0.5954288	52000	0.15582597	0.15582597	0.1469318	-0.02723851	164.30739	0.0	-6.5500336	0.6821948	7.4505807e-10	6.729100227355957
13	30.174242	15.245713	96.0	10.0	30.174242	19.809225	8.959352	31.82147	0.41681898	56000	0.14783527	0.14783527	0.14384593	-0.030176353	88.89089	0.0	-13.3129425	0.68064904	-6.2584876e-10	7.176602363586426
14	27.164383	15.393037	108.0	10.0	27.164383	16.264627	7.718314	27.828556	0.5644238	60000	0.16766001	0.16766001	0.17797449	-0.03442895	85.47319	0.0	-2.0385056	0.678196	-4.4703484e-11	7.6456458568573
15	30.496183	15.134195	80.0	10.0	30.496183	16.185188	7.484474	25.311289	0.695959	64000	0.15309714	0.15309714	0.16334091	-0.0317752	79.292656	0.0	-1.5632324	0.67665595	-6.1839817e-10	8.100977659225464
16	30.007519	17.288137	91.0	11.0	30.007519	16.251255	7.2580395	25.019701	0.56115973	68000	0.16577226	0.16577226	0.17382546	-0.03349567	109.48177	0.0	-6.8669205	0.6744341	7.450581e-12	8.544293403625488
17	32.713116	20.055857	154.0	10.0	32.713116	18.175266	7.2193313	25.399628	0.35966554	72000	0.15832399	0.15832399	0.16516371	-0.036245897	137.50316	0.0	-3.616623	0.6741112	-1.0803342e-09	8.983359098434448
18	35.309734	21.314783	107.0	10.0	35.309734	19.042503	8.367632	29.62084	0.5491507	76000	0.14265426	0.14265426	0.14565772	-0.035540048	131.11539	0.0	-9.996567	0.6722949	3.1292438e-10	9.460988998413086
19	35.07895	19.861425	114.0	9.0	35.07895	20.518019	9.061067	30.522205	1.146177	80000	0.139246	0.139246	0.12711596	-0.03827683	114.3317	0.0	-5.5567017	0.67171574	-8.1956386e-10	9.909945726394653
20	36.697247	20.458282	97.0	11.0	36.697247	19.913145	8.668725	31.20044	0.40795228	84000	0.14869913	0.14869913	0.26384902	-0.03943716	112.81371	0.0	-6.594818	0.66946465	-4.3958426e-10	10.348549842834473
21	34.690266	18.360249	90.0	11.0	34.690266	20.897223	9.253655	31.708437	0.36563584	88000	0.15027939	0.15027939	0.16241068	-0.04021745	103.333664	0.0	-4.3374405	0.6676288	7.8231094e-10	10.809944868087769
22	39.66	24.266115	159.0	10.0	39.66	18.977026	8.723724	29.123001	0.7529328	92000	0.14937784	0.14937784	0.14070943	-0.03454372	179.39284	0.0	-17.926666	0.6662944	3.7252904e-10	11.259705543518066
23	34.739132	17.568295	102.0	10.0	34.739132	22.227715	9.8815155	35.63518	0.5036413	96000	0.13498177	0.13498177	0.11826892	-0.04275891	119.23071	0.0	-21.286232	0.6630238	-1.1622906e-09	11.716619491577148
