Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	StacGradNorm	VanillaGradNorm	ImplicitGradNorm	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-489.0	29.103264	-412.0	-500.0	489.125	-0.05943077	0.072105214	0.06350639	-0.281047	4000	0.03437032	0.03437032	0.02070908	0.00022179532	6857.3423	0.0	-6416.9463	1.079058	-1.385808e-09	1.6498804092407227
1	-485.125	27.728313	-420.0	-500.0	485.375	-78.30373	13.165228	15.145001	-91.18074	8000	0.036910295	0.036910295	0.034136396	-0.0004803714	470.445	0.0	-110.65619	1.0788333	-6.4074995e-10	2.3028903007507324
2	-482.625	32.306877	-407.0	-500.0	482.875	-83.02386	12.394787	-41.34733	-96.00427	12000	0.07187213	0.07187213	0.057387087	-0.0072707967	397.99762	0.0	-46.943817	1.077492	9.0897084e-10	2.9331934452056885
3	-441.33334	70.44304	-327.0	-500.0	441.77777	-75.86814	16.493221	-0.43249798	-97.11563	16000	0.07828881	0.07828881	0.078114666	-0.009219306	316.898	0.0	-60.28842	1.0765104	8.791685e-10	3.577054262161255
4	-462.125	74.95405	-274.0	-500.0	462.5	-83.332405	17.896921	27.991749	-97.51204	20000	0.07870892	0.07870892	0.07427897	-0.010021686	357.81604	0.0	-81.41324	1.0751477	4.4703484e-11	4.214465141296387
5	-482.875	28.17551	-414.0	-500.0	483.25	-79.67371	17.208712	-1.9369783	-98.21326	24000	0.053133868	0.053133868	0.057430353	-0.00059354067	370.0302	0.0	-130.02654	1.0744208	2.5331975e-10	4.882508754730225
6	-469.875	52.750443	-364.0	-500.0	470.125	-86.05819	14.796593	-28.404648	-97.3877	28000	0.0936683	0.0936683	0.08383787	-0.0031083263	365.80798	0.0	-119.70741	1.0744535	-3.427267e-10	5.507925987243652
7	-444.625	69.97667	-328.0	-500.0	445.125	-76.19409	21.44784	46.736168	-96.612175	32000	0.09506861	0.09506861	0.08958847	-0.0061084596	330.94144	0.0	-98.8468	1.0736032	2.682209e-10	6.145478963851929
8	-464.875	59.026344	-318.0	-500.0	465.375	-73.55727	19.574265	-16.710636	-98.27949	36000	0.05990114	0.05990114	0.05193119	-0.004068209	372.9532	0.0	-116.60123	1.0729991	-7.4505807e-10	6.775002717971802
9	-436.55554	40.982685	-388.0	-500.0	437.33334	-77.912704	20.80173	-0.45540905	-97.872025	40000	0.09064529	0.09064529	0.06718634	-0.0027313854	203.2606	0.0	-74.29732	1.0719392	-1.3560056e-09	7.418128967285156
10	-453.75	31.443401	-405.0	-500.0	454.5	-79.57449	21.370296	-12.083798	-97.94946	44000	0.106608845	0.106608845	0.0761857	-0.0019420144	177.41772	0.0	-60.25267	1.0711232	3.2782554e-10	8.074619770050049
11	-424.22223	92.939384	-234.0	-500.0	424.8889	-78.693245	21.694075	-0.3674693	-97.143	48000	0.10355497	0.10355497	0.079230756	-0.006191223	204.76791	0.0	-36.133896	1.0665617	5.960465e-11	8.712236404418945
12	-413.8889	38.74545	-368.0	-500.0	414.77777	-75.68455	23.908136	16.81496	-97.677185	52000	0.17076664	0.17076664	0.071083136	-0.013505444	141.25526	0.0	-38.2472	1.0661805	3.1292438e-10	9.3337562084198
13	-391.7	70.85767	-287.0	-500.0	392.6	-69.10958	29.101612	0.09062147	-97.23118	56000	0.115028985	0.115028985	3.509218	-0.0030558202	485.25754	0.0	-193.15457	1.0579242	6.109476e-10	9.953936100006104
14	-345.72726	59.174767	-257.0	-487.0	346.72726	-81.57974	18.173918	-3.4280996	-97.50282	60000	0.12099039	0.12099039	0.08884128	-0.009071435	279.7821	0.0	-170.1806	1.0598292	-5.662441e-10	10.601671695709229
15	-323.5	53.49844	-245.0	-456.0	324.5	-74.976715	23.497799	22.308857	-94.534546	64000	0.1466815	0.1466815	0.11605378	-0.030877037	154.07152	0.0	-58.72534	1.0567901	5.960465e-11	11.243387699127197
16	-319.58334	78.90971	-225.0	-500.0	320.5	-68.36547	25.835327	1.3245282	-93.871666	68000	0.09219223	0.09219223	0.15836374	-0.020965884	255.7276	0.0	-103.47653	1.0495051	-9.0897084e-10	11.893269300460815
17	-331.18182	72.92564	-241.0	-480.0	332.18182	-69.625984	23.810106	10.350782	-93.151985	72000	0.16006587	0.16006587	0.100315005	-0.013357931	154.21115	0.0	-22.730164	1.0486366	-4.0233136e-10	12.513563632965088
18	-258.6	42.916664	-179.0	-327.0	259.6	-72.36914	23.652449	1.6420202	-95.27395	76000	0.10598274	0.10598274	0.09275963	-0.017884064	198.01357	0.0	-84.739555	1.0424201	1.3113022e-09	13.142045736312866
19	-271.85715	51.70777	-205.0	-385.0	272.85715	-67.03825	20.866838	-0.66562605	-88.94642	80000	0.14322546	0.14322546	0.10723998	-0.023137355	124.23873	0.0	-32.00962	1.0404705	-1.4007091e-09	13.773858308792114
20	-248.5	54.580215	-142.0	-361.0	249.5	-66.06138	25.258085	17.557894	-90.40737	84000	0.12156719	0.12156719	0.5572485	-0.014906575	165.0037	0.0	-51.91813	1.0344722	1.5199184e-09	14.414279222488403
21	-256.46667	42.812565	-193.0	-341.0	257.46667	-67.54445	22.832556	2.7706265	-91.14588	88000	0.14758681	0.14758681	0.11784041	-0.030191714	109.59157	0.0	-35.38997	1.0321664	1.2516975e-09	15.044916868209839
